2025-03-19 06:28:59.691 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.vscode-selfhost-test-provider' wants API proposal 'attributableCoverage' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-toolsai.datawrangler' wants API proposal 'debugFocus' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.python' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.debugpy' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-azuretools.vscode-azure-github-copilot' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.cpptools' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'vscjava.vscode-java-pack' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.692 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'chatParticipant' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.693 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'languageModels' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-03-19 06:28:59.735 [warning] Missing property "explicitEnableOrDisable" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-03-19 06:28:59.735 [warning] Missing property "lastBackgroundBugbotAt" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-03-19 06:28:59.735 [warning] Missing property "cppConfig" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-03-19 06:29:00.120 [info] Started local extension host with pid 12981.
2025-03-19 06:29:00.417 [info] Placing extension(s) vscodevim.vim on a separate extension host.
2025-03-19 06:29:00.590 [info] Started local extension host with pid 13010.
2025-03-19 06:29:00.815 [warning] No search provider registered for scheme: file, waiting
2025-03-19 06:29:02.878 [error] ENOENT: no such file or directory, open '/home/flowy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers': Error: ENOENT: no such file or directory, open '/home/flowy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers' ENOENT: no such file or directory, open '/home/flowy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers'
2025-03-19 06:29:03.331 [info] [perf] Render performance baseline is 23ms
2025-03-19 06:29:04.301 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2319:114067)
    at async Object.getEmail (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:97:15148)
    at async KXe.getEmailAndSignUpType (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:97:129352) [unauthenticated] Error
2025-03-19 06:29:04.748 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2319:114067)
    at async Object.availableModels (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:97:15148)
    at async Jki.keepCppModelStateUpdated (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5044:11377)
    at async Jki.loadCppConfigIncludingHandlingProAccess (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5059:1027) [unauthenticated] Error
2025-03-19 06:29:38.415 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2319:114067)
    at async Object.countTokens (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:97:15148)
    at async jsi.updateTokenCount (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2981:4864) [unauthenticated] Error
2025-03-19 06:29:39.601 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2319:114067)
    at async Object.countTokens (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:97:15148)
    at async jsi.updateTokenCount (vscode-file://vscode-app/tmp/.mount_cursor7wa1UV/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2981:4864) [unauthenticated] Error
2025-03-19 06:32:13.268 [info] Starting polling for login
2025-03-19 06:32:13.468 [info] Beginning of Login Poll
2025-03-19 06:32:13.668 [info] Beginning of Login Poll
2025-03-19 06:32:13.868 [info] Beginning of Login Poll
2025-03-19 06:32:14.103 [info] Beginning of Login Poll
2025-03-19 06:32:14.122 [info] Got login result 404
2025-03-19 06:32:14.268 [info] Beginning of Login Poll
2025-03-19 06:32:14.378 [info] Got login result 404
2025-03-19 06:32:14.468 [info] Beginning of Login Poll
2025-03-19 06:32:14.628 [info] Got login result 404
2025-03-19 06:32:14.668 [info] Beginning of Login Poll
2025-03-19 06:32:14.868 [info] Beginning of Login Poll
2025-03-19 06:32:14.886 [info] Got login result 404
2025-03-19 06:32:15.068 [info] Beginning of Login Poll
2025-03-19 06:32:15.143 [info] Got login result 404
2025-03-19 06:32:15.268 [info] Beginning of Login Poll
2025-03-19 06:32:15.397 [info] Got login result 404
2025-03-19 06:32:15.468 [info] Beginning of Login Poll
2025-03-19 06:32:15.663 [info] Got login result 404
2025-03-19 06:32:15.668 [info] Beginning of Login Poll
2025-03-19 06:32:15.868 [info] Beginning of Login Poll
2025-03-19 06:32:15.946 [info] Got login result 404
2025-03-19 06:32:16.068 [info] Beginning of Login Poll
2025-03-19 06:32:16.267 [info] Got login result 404
2025-03-19 06:32:16.268 [info] Beginning of Login Poll
2025-03-19 06:32:16.468 [info] Beginning of Login Poll
2025-03-19 06:32:16.574 [info] Got login result 404
2025-03-19 06:32:16.668 [info] Beginning of Login Poll
2025-03-19 06:32:16.868 [info] Beginning of Login Poll
2025-03-19 06:32:16.882 [info] Got login result 404
2025-03-19 06:32:17.068 [info] Beginning of Login Poll
2025-03-19 06:32:17.194 [info] Got login result 404
2025-03-19 06:32:17.268 [info] Beginning of Login Poll
2025-03-19 06:32:17.468 [info] Beginning of Login Poll
2025-03-19 06:32:17.481 [info] Got login result 404
2025-03-19 06:32:17.668 [info] Beginning of Login Poll
2025-03-19 06:32:17.868 [info] Beginning of Login Poll
2025-03-19 06:32:17.902 [info] Got login result 404
2025-03-19 06:32:18.068 [info] Beginning of Login Poll
2025-03-19 06:32:18.240 [info] Got login result 404
2025-03-19 06:32:18.269 [info] Beginning of Login Poll
2025-03-19 06:32:18.468 [info] Beginning of Login Poll
2025-03-19 06:32:18.620 [info] Got login result 404
2025-03-19 06:32:18.668 [info] Beginning of Login Poll
2025-03-19 06:32:18.868 [info] Beginning of Login Poll
2025-03-19 06:32:18.919 [info] Got login result 404
2025-03-19 06:32:19.068 [info] Beginning of Login Poll
2025-03-19 06:32:19.221 [info] Got login result 404
2025-03-19 06:32:19.268 [info] Beginning of Login Poll
2025-03-19 06:32:19.468 [info] Beginning of Login Poll
2025-03-19 06:32:19.503 [info] Got login result 404
2025-03-19 06:32:19.668 [info] Beginning of Login Poll
2025-03-19 06:32:19.848 [info] Got login result 404
2025-03-19 06:32:19.868 [info] Beginning of Login Poll
2025-03-19 06:32:20.068 [info] Beginning of Login Poll
2025-03-19 06:32:20.111 [info] Got login result 404
2025-03-19 06:32:20.268 [info] Beginning of Login Poll
2025-03-19 06:32:20.381 [info] Got login result 404
2025-03-19 06:32:20.469 [info] Beginning of Login Poll
2025-03-19 06:32:20.636 [info] Got login result 404
2025-03-19 06:32:20.669 [info] Beginning of Login Poll
2025-03-19 06:32:20.868 [info] Beginning of Login Poll
2025-03-19 06:32:20.934 [info] Got login result 404
2025-03-19 06:32:21.069 [info] Beginning of Login Poll
2025-03-19 06:32:21.268 [info] Beginning of Login Poll
2025-03-19 06:32:21.282 [info] Got login result 404
2025-03-19 06:32:21.468 [info] Beginning of Login Poll
2025-03-19 06:32:21.590 [info] Got login result 404
2025-03-19 06:32:21.669 [info] Beginning of Login Poll
2025-03-19 06:32:21.868 [info] Beginning of Login Poll
2025-03-19 06:32:21.896 [info] Got login result 404
2025-03-19 06:32:22.069 [info] Beginning of Login Poll
2025-03-19 06:32:22.204 [info] Got login result 404
2025-03-19 06:32:22.268 [info] Beginning of Login Poll
2025-03-19 06:32:22.468 [info] Beginning of Login Poll
2025-03-19 06:32:22.516 [info] Got login result 404
2025-03-19 06:32:22.668 [info] Beginning of Login Poll
2025-03-19 06:32:22.818 [info] Got login result 404
2025-03-19 06:32:22.868 [info] Beginning of Login Poll
2025-03-19 06:32:23.069 [info] Beginning of Login Poll
2025-03-19 06:32:23.125 [info] Got login result 404
2025-03-19 06:32:23.269 [info] Beginning of Login Poll
2025-03-19 06:32:23.434 [info] Got login result 404
2025-03-19 06:32:23.468 [info] Beginning of Login Poll
2025-03-19 06:32:23.668 [info] Beginning of Login Poll
2025-03-19 06:32:23.741 [info] Got login result 404
2025-03-19 06:32:23.869 [info] Beginning of Login Poll
2025-03-19 06:32:24.069 [info] Beginning of Login Poll
2025-03-19 06:32:24.151 [info] Got login result 404
2025-03-19 06:32:24.268 [info] Beginning of Login Poll
2025-03-19 06:32:24.468 [info] Beginning of Login Poll
2025-03-19 06:32:24.518 [info] Got login result 404
2025-03-19 06:32:24.668 [info] Beginning of Login Poll
2025-03-19 06:32:24.868 [info] Beginning of Login Poll
2025-03-19 06:32:24.969 [info] Got login result 404
2025-03-19 06:32:25.068 [info] Beginning of Login Poll
2025-03-19 06:32:25.269 [info] Beginning of Login Poll
2025-03-19 06:32:25.379 [info] Got login result 404
2025-03-19 06:32:25.469 [info] Beginning of Login Poll
2025-03-19 06:32:25.669 [info] Beginning of Login Poll
2025-03-19 06:32:25.791 [info] Got login result 404
2025-03-19 06:32:25.868 [info] Beginning of Login Poll
2025-03-19 06:32:26.068 [info] Beginning of Login Poll
2025-03-19 06:32:26.158 [info] Got login result 404
2025-03-19 06:32:26.268 [info] Beginning of Login Poll
2025-03-19 06:32:26.468 [info] Beginning of Login Poll
2025-03-19 06:32:26.565 [info] Got login result 404
